Filename;track type;Acc.%,Error 0;Error 1;Error 2;Error 3;TP;FP;FN;TN;Precision;Recall;F-measure
Renaissance_Renaissance-Late_Victoria_Hic_Vir_Despiciens_Mundum-s.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam.mid (1, 0, 0, 0)
Romanticism_Romanticism_Schumann_Short_Piano_In_a_Gondola.mid (0, 0, 0, 1)
Renaissance_Renaissance-Late_Victoria_Ave_Maria-a_8-2c.mid (1, 0, 0, 0)
baile_hungaro_7_joha#29F64F.mid (0, 0, 0, 1)
mozart_lieder_dans_un_bois_solitaire.mid (0, 1, 0, 0)
Baroque_Baroque-Late_Pachelbel_Pachelbel_Johann_Canon_Cello_Piano_Version.mid (1, 0, 0, 0)
triste_espana_sin_ventura.mid (1, 0, 0, 0)
burns_ye_banks_and_braes.mid (0, 1, 0, 0)
Romanticism_Post-romanticism_Scriabin_prelude_op13_no6.mid (0, 0, 0, 1)
67.mid (0, 0, 0, 1)
Romanticism_Romanticism_Strauss_Johann_rad.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Morley_morley_lady_those_eyes.mid (1, 0, 0, 0)
1365brawaltz15.mid (0, 0, 0, 1)
Renaissance_Renaissance-Late_Victoria_Domine_In_Virtute_Tua-1b.mid (0, 1, 0, 0)
Classicism_Classicism_Selby_selby-voluntary_viii.mid (0, 1, 0, 0)
Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid (0, 1, 0, 0)
Romanticism_Romanticism_Brahms_hun7.mid (0, 0, 0, 1)
Victoria_Apocrifo_Date_Ei_De_Fructu_b.mid (1, 0, 0, 0)
romantic_gianni_schicchi.mid (0, 0, 0, 1)
Baroque_Baroque-Late_Haendel_Mes05.mid (1, 0, 0, 0)
Simile_Est_Regnum_Coelorum_6_Agnus_Dei_1b.mid (0, 1, 0, 0)
Baroque_Baroque-Late_Bach_prelud21.mid (0, 0, 0, 1)
tallis_pour_forth_thy_spirit.mid (1, 0, 0, 0)
O_Regem_Caeli_1s.mid (0, 1, 0, 0)
LJbis9_Incipit_Oratio_Jeremiae_1b.mid (0, 1, 0, 0)
Classicism_Classicism_Mozart_mozc3.mid (0, 0, 1, 0)
XXCentury_Neoclassicism_Prokofiev_piano_conc_no3_op26_mov1.mid (1, 0, 0, 0)
1886sonatin36n3reg.mid (0, 0, 0, 1)
Quicumque_Christum_Quaeritis_b.mid (0, 1, 0, 0)
DUETK487.mid (0, 1, 0, 0)
TR09_Animam_Meam_Dilectam_b.mid (0, 1, 0, 0)
Baroque_Baroque-Late_Bach_WTCFUG03.mid (0, 1, 0, 0)
Classicism_Classicism_Mozart_Symphony35-41-8-moz550_3.mid (1, 0, 0, 0)
Renaissance_Renaissance-Late_Victoria_Gaudeamus-5-Benedictus-1s.mid (1, 0, 0, 0)
arias_kv476.mid (0, 0, 1, 0)
Merry_Widow_Waltz_F._Leha.MID (1, 0, 0, 0)
